sys_time,calling_file,calling_function,train_id,intersection_id,action,status,pid,error_msg,resource_state,deadlock_info,train_state,perf_metrics,system_metrics
2025-04-13 11:32:27.138075160,Railway_System.c,main,0,SYSTEM,STARTUP,OK,174863,,{},{"has_deadlock":false;"node_count":0;"cycle_path":"";"edge_type":""},{},{"lock_time_ns":0;"failed_attempts":0},{"startup":true}
