sys_time,calling_file,calling_function,train_id,intersection_id,action,status,pid,error_msg,resource_state,has_deadlock,train_state,node_count,cycle_path,edge_type
2025-04-18 16:46:36.288118023,Shared_Memory_Setup/Memory_Segments.c,init_shared_memory,0,SYSTEM,INIT_INTERSECTION,SUCCESS,13960,,{},false,{},0,/sem_intersection_0,
2025-04-18 16:46:36.288763508,Shared_Memory_Setup/Memory_Segments.c,init_shared_memory,0,SYSTEM,INIT_INTERSECTION,SUCCESS,13960,,{},false,{},0,/sem_intersection_1,
2025-04-18 16:46:36.288924445,Shared_Memory_Setup/Memory_Segments.c,init_shared_memory,0,SYSTEM,INIT_INTERSECTION,SUCCESS,13960,,{},false,{},0,/sem_intersection_2,
2025-04-18 16:46:36.289038276,Shared_Memory_Setup/Memory_Segments.c,init_shared_memory,0,SYSTEM,INIT_INTERSECTION,SUCCESS,13960,,{},false,{},0,/sem_intersection_3,
2025-04-18 16:46:36.289140231,Shared_Memory_Setup/Memory_Segments.c,init_shared_memory,0,SYSTEM,INIT_INTERSECTION,SUCCESS,13960,,{},false,{},0,/sem_intersection_4,
