sys_time,calling_file,calling_function,train_id,intersection_id,action,status,pid,error_msg,resource_state,deadlock_info,train_state,perf_metrics
2025-04-13 12:22:03.196877620,Railway_System.c,main,0,SYSTEM,STARTUP,OK,185387,,{},{"has_deadlock":false;"node_count":0;"cycle_path":"";"edge_type":""},{},{"lock_time_ns":0;"failed_attempts":0}
