sys_time,calling_file,calling_function,train_id,intersection_id,action,status,pid,error_msg,resource_state,has_deadlock,train_state,node_count,cycle_path,edge_type
2025-04-17 19:30:35.511693757,Railway_System.c,main,0,SYSTEM,SHUTDOWN,OK,4572,,{},false,{},0,,
